編號,行政區,門牌,交易日,建物型態,主要用途,樓層,總樓層,交易時屋齡,總價(萬),有車位,車位價(萬),車位(坪),車位可拆分,總坪,主建物(坪),附屬+陽台(坪),共有部分(坪),①扣車位建坪單價,②÷主建物,③÷主+附,含車位單價(僅參考),備註標記,備註原文,來源檔
RPQNMLQLJIJGFFA97EA,大安區,大安區敦化南路一段179號七樓,2024-11-14,住宅大樓,住家用,7,14,42.5,10000,有,,12.2029,否,107.4299,83.006,10.6601,1.5609,,,,93.08,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_113S4.csv
RPPNMLRJJHKGFFA77EA,大安區,大安區敦化南路二段200巷20號十一樓,2024-11-11,住宅大樓,住家用,11,11,34.5,4120,無,,,是,34.9206,29.6662,3.2368,2.0177,117.98,138.88,125.22,117.98,頂樓,,a_114S1.csv
RPQNMLNJKHKGFFA47DA,大安區,大安區和平東路三段103號十一樓,2024-11-11,住宅大樓,住家用,11,12,38.8,2710,無,,,是,31.9864,23.6404,2.7679,5.5781,84.72,114.63,102.62,84.72,含增建/未登記,陽台外推；,a_114S1.csv
RPUNMLQLKHKGFFA38DA,大安區,大安區通化街171巷19號五樓,2024-11-10,華廈,住家用,5,7,40.6,2880,無,,,是,34.0645,27.6697,2.6045,3.7903,84.55,104.09,95.13,84.55,含增建/未登記,陽台外推；,a_114S1.csv
RPQQMLNKJIJGFFA77DA,大安區,大安區樂利路28巷2之1號三樓,2024-11-09,公寓,住家用,3,5,40.9,3268,無,,,是,43.2061,33.3234,4.4558,5.4269,75.64,98.07,86.5,75.64,含增建/未登記,其他增建；,a_114S1.csv
RPOOMLTLJIJGFFA08DA,大安區,大安區信義路三段41號八樓,2024-11-06,住宅大樓,住家用,8,12,40.1,7300,無,,,是,44.649,35.208,2.4472,6.9938,163.5,207.34,193.86,163.5,,,a_114S1.csv
RPPNMLPKJHKGFFA57DA,大安區,大安區復興南路一段107巷5弄8號四樓,2024-11-05,公寓,住家用,4,4,55.7,4200,無,,,是,50.3209,42.71,7.6109,0,83.46,98.34,83.46,83.46,含增建/未登記、頂樓,頂樓加蓋；其他增建；,a_114S1.csv
RPPOMLKLKHKGFFA37DA,大安區,大安區延吉街241巷2弄13號七樓,2024-11-03,華廈,住家用,7,7,42.3,3780,無,,,是,38.6262,26.7894,3.5453,8.2915,97.86,141.1,124.61,97.86,含增建/未登記、頂樓,頂樓加蓋；,a_114S2.csv
RPSNMLNJKIJGFDA47DA,信義區,信義區光復南路417巷52號,2024-11-03,公寓,住家用,1,5,45.7,4068,無,,,是,30.0171,25.2376,4.7795,0,135.52,161.19,135.52,135.52,含增建/未登記、一樓,其他增建；,a_114S1.csv
RPTNMLLLJHKGFFA67DA,大安區,大安區忠孝東路四段178之1號七樓,2024-10-31,住宅大樓,住商用,7,12,46.7,5800,無,,,是,59.3233,49.1895,4.4861,5.6477,97.77,117.91,108.06,97.77,含增建/未登記,陽台外推；其他增建；,a_114S1.csv
RPQNMLTKKIJGFFA18DA,大安區,大安區通化街140巷16弄9號二樓,2024-10-30,公寓,住家用,2,3,30.9,1900,無,,,是,28.0266,26.8862,0,1.1404,67.79,70.67,70.67,67.79,,,a_114S1.csv
RPQNMLPLJIJGFFA77DA,大安區,大安區信義路四段263號三樓,2024-10-29,住宅大樓,住家用,3,14,47.4,3538,無,,,是,29.7842,25.3404,4.4437,0,118.79,139.62,118.79,118.79,含增建/未登記,陽台外推；其他增建；,a_114S1.csv
RPQNMLMJKIJGFFA37DA,大安區,大安區敦化南路二段63巷54弄4號七樓,2024-10-28,華廈,住家用,7,7,40.3,3800,無,,,是,35.9673,29.9989,2.5985,3.3699,105.65,126.67,116.57,105.65,特殊關係、含增建/未登記、頂樓,親友、員工、共有人或其他特殊關係間之交易；陽台外推；頂樓加蓋；,a_113S4.csv
RPPNMLLKJIJGFFA27EA,大安區,大安區延吉街131巷12號四樓,2024-10-28,華廈,住家用,4,7,44.1,2100,無,,,是,43.4511,29.9475,8.3823,5.1213,48.33,70.12,54.79,48.33,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_113S4.csv
RPQOMLLKKHKGFDA27DA,信義區,信義區吳興街284巷28弄29號二樓,2024-10-27,華廈,住家用,2,6,34.8,2280,無,,,是,38.4568,29.763,4.8067,3.8871,59.29,76.61,65.95,59.29,,,a_114S1.csv
RPSNMLMJKIJGFFA57DA,大安區,大安區忠孝東路四段178之1號五樓,2024-10-26,住宅大樓,住商用,5,12,46.7,6100,有,550,15.5909,否,74.9141,63.649,4.4861,0,,,,81.43,含增建/未登記、車位面積口徑異常,陽台外推；其他增建；,a_114S1.csv
RPVOMLTJKIJGFFA68DA,大安區,大安區和平東路二段118巷2弄22號二樓,2024-10-26,公寓,住家用,2,5,46.8,3000,無,,,是,30.4739,26.4476,4.0263,0,98.45,113.43,98.45,98.45,,,a_114S1.csv
RPPNMLPJKIJGFFA57DA,大安區,大安區臨江街87號五樓,2024-10-26,華廈,商業用,5,8,25.2,985,無,,,是,42.7796,24.8262,4.0868,13.8666,23.03,39.68,34.07,23.03,含增建/未登記,僅有建物交易。；建物坐落地號：通化段二小段388地號；其他增建；,a_114S1.csv
RPPNMLMJKIJGFFA27DA,大安區,大安區仁愛路四段33號十二樓之3,2024-10-22,住宅大樓,住家用,12,12,47.9,4100,無,,,是,37.6068,26.8136,5.7052,5.0881,109.02,152.91,126.08,109.02,含增建/未登記、頂樓,陽台外推；,a_114S1.csv
RPRNMLOLIIJGFDA47DA,信義區,信義區基隆路二段149號四樓之2,2024-10-22,住宅大樓,住家用,4,15,10,3000,有,,4.2048,否,34.9236,17.7386,3.2852,9.6951,,,,85.9,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_113S4.csv
RPVOMLOJKIJGFFA18DA,大安區,大安區敦化南路二段128號十五樓,2024-10-21,住宅大樓,住家用,15,16,45.7,3500,無,,,是,33.8558,24.445,4.3197,5.0911,103.38,143.18,121.68,103.38,含增建/未登記,陽台外推；,a_113S4.csv
RPSOMLSLIIJGFFA28DA,大安區,大安區光復南路626號十樓之3,2024-10-19,住宅大樓,住家用,10,15,44.8,2438,無,,,是,30.4164,25.8728,0,4.5436,80.15,94.23,94.23,80.15,,,a_113S4.csv
RPTNMLLKJIJGFFA57DA,大安區,大安區延吉街162號二樓之4,2024-10-19,華廈,住家用,2,7,44.7,2688,無,,,是,31.2392,20.0346,4.6978,6.5068,86.05,134.17,108.68,86.05,含增建/未登記,陽台外推；,a_114S1.csv
RPQNMLMKJIJGFDA27EA,信義區,信義區吳興街363之4號二樓,2024-10-18,公寓,住家用,2,4,48.2,1300,無,,,是,21.3142,21.3142,0,0,60.99,60.99,60.99,60.99,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_113S4.csv
RPSNMLNJKIJGFFA67DA,大安區,大安區光復南路346巷22號,2024-10-16,華廈,住家用,1,7,45.6,6166,無,,,是,35.9642,30.3922,5.5721,0,171.45,202.88,171.45,171.45,含增建/未登記、一樓,其他增建；,a_113S4.csv
RPTNMLOKJIJGFFA87DA,大安區,大安區忠孝東路四段177號十四樓之1,2024-10-15,住宅大樓,住家用,14,14,48,2226,無,,,是,19.3479,16.5286,0,2.8193,115.05,134.68,134.68,115.05,頂樓,,a_113S4.csv
RPPNMLTKKIJGFFA08DA,大安區,大安區信義路四段265巷11號四樓,2024-10-11,華廈,住家用,4,7,42.2,2510,無,,,是,23.232,16.0083,3.996,3.2277,108.04,156.79,125.47,108.04,含增建/未登記,陽台外推；,a_114S1.csv
RPRNMLLLJIJGFDA27DA,信義區,信義區基隆路一段380巷38號三樓之1,2024-10-10,住宅大樓,住家用,3,12,41.1,2588,無,,,是,26.4355,16.8553,2.1871,7.3931,97.9,153.54,135.91,97.9,含增建/未登記,陽台外推；其他增建；,a_114S1.csv
RPQPMLOJKIJGFDA57DA,信義區,信義區嘉興街155號,2024-10-09,公寓,住家用,1,4,49.8,500,無,,,是,8.1887,8.1887,0,0,61.06,61.06,61.06,61.06,特殊關係、一樓,親友、員工、共有人或其他特殊關係間之交易；,a_113S4.csv
RPRNMLLKJIJGFDA17DA,信義區,信義區吳興街156巷2弄32號三樓,2024-10-09,公寓,住家用,3,4,48.8,2150,無,,,是,31.0244,31.0244,0,0,69.3,69.3,69.3,69.3,含增建/未登記,陽台外推；,a_113S4.csv
RPSOMLNLKIJGFDA77DA,信義區,信義區吳興街36號六樓之2,2024-10-06,華廈,住家用,6,6,30.7,3210,無,,,是,36.3938,27.827,4.5768,3.99,88.2,115.36,99.06,88.2,含增建/未登記、頂樓,陽台外推；其他增建；,a_114S1.csv
RPPNMLOKMHKGFFA87EA,大安區,大安區仁愛路四段266巷12號七樓,2024-10-06,華廈,住家用,7,7,44.1,3750,無,,,是,38.7533,28.0569,4.0202,6.6762,96.77,133.66,116.91,96.77,含增建/未登記、頂樓,陽台外推；其他增建；,a_114S2.csv
RPQNMLOKJHKGFFA57DA,大安區,大安區仁愛路四段50之35號,2024-10-06,住宅大樓,住家用,6,12,53.5,3088,無,,,是,17.1336,17.1336,0,0,180.23,180.23,180.23,180.23,含增建/未登記,陽台外推；,a_114S1.csv
RPVNMLNKJHKGFFA97DA,大安區,大安區復興南路二段86號十五樓,2024-09-30,住宅大樓,住家用,15,16,38.1,5050,有,400,13.9483,是,61.7887,41.4849,6.1498,0.2057,97.2,112.09,97.62,81.73,含增建/未登記,陽台外推；其他增建；,a_114S1.csv
RPQNMLQJKHKGFFA77DA,大安區,大安區光復南路688號四樓之7,2024-09-30,住宅大樓,住家用,4,14,7.3,1475,無,,,是,11.7037,7.2933,0.6685,3.7419,126.03,202.24,185.26,126.03,,,a_114S1.csv
RPXNMLMKKIJGFFA18DA,大安區,大安區敦化南路二段38號十五樓之1,2024-09-29,住宅大樓,住家用,15,22,36.5,8000,有,500,10.4968,是,72.116,46.1736,7.8348,7.6109,121.72,162.43,138.87,110.93,,,a_114S1.csv
RPQNMLNLIIJGFFA47DA,大安區,大安區樂利路5巷33號,2024-09-29,華廈,住家用,1,7,24.8,5028,無,,,是,56.2015,30.9579,2.665,22.5786,89.46,162.41,149.54,89.46,含增建/未登記、一樓,其他增建；,a_113S4.csv
RPQNMLNKKIJGFFA67EA,大安區,大安區忠孝東路四段216巷11弄18號五樓,2024-09-28,華廈,住家用,5,7,47.7,4270,無,,,是,41.2489,38.3268,0,2.9222,103.52,111.41,111.41,103.52,含增建/未登記,陽台外推；,a_114S1.csv
RPWNMLLKIIJGFFA77DA,大安區,大安區大安路一段170號五樓之5,2024-09-23,華廈,住家用,5,7,51.9,1380,無,,,是,12.5235,10.1549,0.6776,1.691,110.19,135.89,127.39,110.19,,,a_113S4.csv
RPQNMLTJJHKGFFA97DA,大安區,大安區安和路二段241號七樓,2024-09-23,住宅大樓,住商用,7,12,43.5,4280,無,,,是,42.7463,31.7171,5.6719,5.3573,100.13,134.94,114.47,100.13,含增建/未登記,陽台外推；,a_114S1.csv
RPVNMLPLKIJGFFA38DA,大安區,大安區仁愛路四段50之46號,2024-09-23,住宅大樓,住家用,7,12,53.4,4256,無,,,是,22.4032,22.4032,0,0,189.97,189.97,189.97,189.97,含增建/未登記,陽台外推；,a_114S1.csv
RPTNMLNKJHKGFFA77DA,大安區,大安區樂利路42巷2號四樓之1,2024-09-22,華廈,住家用,4,7,,2810,無,,,是,37.3527,31.7232,2.6015,3.028,75.23,88.58,81.87,75.23,,,a_114S1.csv
RPROMLTKKIJGFDA18DA,信義區,信義區光復南路567號八樓之6,2024-09-21,住宅大樓,住家用,8,18,16.1,1690,無,,,是,13.0045,7.8499,0.5838,4.5708,129.96,215.29,200.39,129.96,含增建/未登記,陽台外推；夾層；其他增建；,a_114S1.csv
RPPNMLLLRHJGFFA97DA,大安區,大安區安和路一段101號十三樓之2,2024-09-20,住宅大樓,住家用,13,16,43.6,4150,無,,,是,39.5882,27.5215,5.7566,6.3102,104.83,150.79,124.71,104.83,,,a_113S4.csv
RPQNMLSLIIJGFDA77DA,信義區,信義區光復南路567號四樓之10,2024-09-19,住宅大樓,住家用,4,18,16.1,1500,無,,,是,13.0045,7.8499,0.5838,4.5708,115.34,191.09,177.86,115.34,特殊關係、含增建/未登記,親友、員工、共有人或其他特殊關係間之交易；夾層；,a_113S4.csv
RPSNMLSKKIJGFDA18EA,信義區,信義區吳興街50巷13號,2024-09-18,公寓,住家用,1,4,47.6,2800,無,,,是,25.9485,22.503,3.4455,0,107.91,124.43,107.91,107.91,一樓,,a_114S1.csv
RPWOMLNLRHJGFFA98DA,大安區,大安區復興南路二段236號三樓之3,2024-09-18,住宅大樓,住家用,3,12,46.5,2050,無,,,是,21.895,17.8203,0.8954,3.1793,93.63,115.04,109.53,93.63,,,a_113S4.csv
RPROMLSKJIJGFFA18DA,大安區,大安區忠孝東路四段170巷18弄18號五樓之1,2024-09-15,住宅大樓,住家用,5,12,46.6,3000,無,,,是,36.055,29.7932,1.5307,4.7311,83.21,100.69,95.77,83.21,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S1.csv
RPPNMLPLIIJGFFA57DA,大安區,大安區通化街171巷19之1號七樓,2024-09-15,華廈,住家用,7,7,40.4,3000,無,,,是,28.9311,24.7778,2.3898,1.7636,103.69,121.08,110.43,103.69,含增建/未登記、頂樓,陽台外推；其他增建；,a_113S4.csv
RPUNMLPLIIJGFFA08DA,大安區,大安區光復南路72巷7弄4號五樓,2024-09-13,華廈,住家用,5,7,41.6,3020,無,,,是,29.7327,24.9986,4.7341,0,101.57,120.81,101.57,101.57,,,a_113S4.csv
RPOOMLLKJIJGFFA17DA,大安區,大安區復興南路二段35號十二樓之2,2024-09-13,住宅大樓,住家用,12,12,43.9,2920,無,,,是,23.1231,18.8034,0.9499,3.3699,126.28,155.29,147.82,126.28,含增建/未登記、頂樓,陽台外推；頂樓加蓋；其他增建；,a_113S4.csv
RPOOMLLKIIJGFFA07DA,大安區,大安區復興南路二段84號九樓之2,2024-09-13,住宅大樓,住家用,9,16,38.1,4350,有,,13.9453,否,56.0049,37.2317,5.5448,0,,,,77.67,車位面積口徑異常,,a_113S4.csv
RPTNMLRKIIJGFFA08DA,大安區,大安區仁愛路四段151巷20號十樓,2024-09-13,住宅大樓,住家用,10,13,34.6,6050,有,500,10.7478,是,54.7525,37.265,4.4195,2.3202,126.12,148.93,133.14,110.5,含增建/未登記,陽台外推；,a_113S4.csv
RPPNMLKMIIJGFFA27EA,大安區,大安區敦化南路二段60號四樓之1,2024-09-12,住宅大樓,住家用,4,21,42.7,6000,無,,,是,77.4672,61.2472,5.1213,11.0987,77.45,97.96,90.4,77.45,,,a_113S4.csv
RPPNMLOJIIJGFFA27DA,大安區,大安區文昌街289號二樓,2024-09-11,公寓,住家用,2,4,49.3,3100,無,,,是,36.2456,36.2456,0,0,85.53,85.53,85.53,85.53,特殊關係、含增建/未登記,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,a_113S4.csv
RPQNMLTJIIJGFFA97EA,大安區,大安區復興南路一段219巷12號五樓之1,2024-09-10,華廈,住家用,5,7,46.7,4850,有,,,否,46.2674,37.746,2.9161,5.6053,,,,104.83,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_113S4.csv
RPQNMLLLIIJGFFA27DA,大安區,大安區安和路一段90巷1號十樓,2024-09-09,住宅大樓,住家用,10,12,47.4,6100,無,,,是,61.6162,49.7461,7.5837,4.2864,99,122.62,106.4,99,,,a_113S4.csv
RPVOMLSKKHKGFFA68DA,大安區,大安區仁愛路四段122巷61號七樓之4,2024-09-07,住宅大樓,住家用,7,14,41.1,1788,無,,,是,14.517,12.0819,0.729,1.7061,123.17,147.99,139.57,123.17,含增建/未登記,陽台外推；其他增建；,a_114S2.csv
RPQNMLMLJIJGFFA47DA,大安區,大安區光復南路412號十一樓之1,2024-09-07,住宅大樓,住家用,11,12,40.2,3508,無,,,是,37.8216,32.431,0,5.3906,92.75,108.17,108.17,92.75,,,a_113S4.csv
RPRNMLMLJIJGFFA57DA,大安區,大安區光復南路412號十一樓,2024-09-07,住宅大樓,住家用,11,12,40.2,3628,無,,,是,40.2839,33.1117,1.7001,5.4722,90.06,109.57,104.22,90.06,,,a_114S2.csv
RPSOMLRJJIJGFDA87DA,信義區,信義區吳興街156巷37號四樓,2024-09-07,公寓,住家用,4,4,48,1990,無,,,是,29.161,29.161,0,0,68.24,68.24,68.24,68.24,含增建/未登記、頂樓,陽台外推；頂樓加蓋；,a_113S4.csv
RPQNMLQJRHJGFDA18DA,信義區,信義區忠孝東路四段500號八樓之3,2024-09-06,華廈,住家用,8,10,47.5,5125,無,,,是,50.4116,42.6737,3.5695,4.1685,101.66,120.1,110.83,101.66,,,a_113S4.csv
RPQNMLLLIIJGFFA37EA,大安區,大安區忠孝東路四段112號六樓之5,2024-09-05,住宅大樓,住家用,6,12,49,4365,無,,,是,43.7355,38.472,0,5.2635,99.8,113.46,113.46,99.8,,,a_113S4.csv
RPQOMLKMIIJGFFA37DA,大安區,大安區敦化南路二段100號十樓之1,2024-09-02,住宅大樓,住家用,10,26,38.8,6800,有,550,18.268,是,73.6799,40.4382,6.41,8.5638,112.79,154.56,133.41,92.29,含增建/未登記,陽台外推；,a_113S4.csv
RPSNMLRKKIJGFFA18DA,大安區,大安區復興南路二段236號七樓之2,2024-08-29,住宅大樓,住家用,7,12,46.4,1878,無,,,是,21.895,17.8203,0.8954,3.1793,85.77,105.39,100.34,85.77,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S1.csv
RPPNMLMLJIJGFFA37DA,大安區,大安區臨江街91號,2024-08-28,華廈,其他,1,8,25,78,無,,,是,3.8508,3.0734,0,0.7774,20.26,25.38,25.38,20.26,地上權/承租土地、一樓,臺北市市場處租用土地。；建物坐落地號：通化段二小段388地號；,a_114S1.csv
RPVNMLKMRHJGFFA58DA,大安區,大安區通化街38巷22號七樓之2,2024-08-27,華廈,住家用,7,7,42.7,2770,無,,,是,27.2795,21.8768,1.7727,3.63,101.54,126.62,117.13,101.54,含增建/未登記、含租約、頂樓,另由買方負擔賣方應付費用：土地增值稅、抵押權塗銷登記代辦費、履約保證費用、實價登錄費用、簽約費、提前終止租約衍生之違約金費用。頂樓加蓋；,a_113S4.csv
RPSNMLSLQHJGFFA88DA,大安區,大安區復興南路二段111巷17弄9號三樓之1,2024-08-26,華廈,住家用,3,7,41.9,1100,無,,,是,36.2819,28.8555,4.117,3.3094,30.32,38.12,33.36,30.32,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_113S4.csv
RPXNMLSJJIJGFFA58DA,大安區,大安區忠孝東路四段170巷6弄2號七樓,2024-08-25,華廈,住家用,7,7,45.1,3550,無,,,是,30.1048,17.669,7.8378,4.598,117.92,200.92,139.18,117.92,含增建/未登記、頂樓,陽台外推；,a_113S4.csv
RPOOMLRJIIJGFFA57DA,大安區,大安區通化街143巷20號二樓,2024-08-25,公寓,住家用,2,5,39.8,3000,無,,,是,39.1526,31.1121,3.9386,4.1019,76.62,96.43,85.59,76.62,含增建/未登記,其他增建；,a_113S4.csv
RPQNMLPLJIJGFFA87EA,大安區,大安區通安街71號五樓之1,2024-08-20,華廈,住家用,5,7,42.7,1680,有,,9.314,否,41.1824,25.534,2.907,3.4273,,,,40.79,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_113S4.csv
RPWNMLSKIIJGFDA28DA,信義區,信義區吳興街328號二樓,2024-08-18,公寓,住家用,2,4,48.2,1666,無,,,是,25.2376,25.2376,0,0,66.01,66.01,66.01,66.01,含增建/未登記,陽台外推；,a_113S4.csv
RPOOMLQKQHJGFFA28DA,大安區,大安區忠孝東路四段233號七樓之14,2024-08-16,住宅大樓,住家用,7,11,41.7,1480,無,,,是,12.6354,9.1053,1.0225,2.5077,117.13,162.54,146.13,117.13,,,a_113S4.csv
RPPNMLMKRHJGFFA08EA,大安區,大安區仁愛路四段122巷12號五樓之4,2024-08-13,華廈,住家用,5,7,41.8,2680,無,,,是,24.2635,16.1535,2.3716,5.7384,110.45,165.91,144.67,110.45,含增建/未登記,陽台外推；,a_113S4.csv
RPTNMLQKQHJGFFA68DA,大安區,大安區忠孝東路四段216巷19弄6號六樓,2024-08-11,華廈,住家用,6,7,47.7,3920,無,,,是,38.2118,38.2118,0,0,102.59,102.59,102.59,102.59,,,a_113S3.csv
RPRNMLMLJHKGFFA57DA,大安區,大安區通化街104號五樓,2024-08-11,公寓,住家用,5,5,46.9,1358,無,,,是,12.336,11.1078,1.2282,0,110.08,122.26,110.08,110.08,含增建/未登記、頂樓,陽台外推；頂樓加蓋；其他增建；,a_114S1.csv
RPXNMLMJKIJGFFA08DA,大安區,大安區延吉街232號五樓之1,2024-08-09,華廈,住家用,5,7,42.8,1840,無,,,是,16.4046,10.1307,2.1629,4.111,112.16,181.63,149.67,112.16,含增建/未登記,陽台外推；其他增建；,a_113S4.csv
RPQPMLKMQHJGFFA18DA,大安區,大安區延吉街131巷2弄3號四樓,2024-08-09,華廈,住家用,4,7,43.2,2300,無,,,是,28.3987,18.755,4.9882,4.6555,80.99,122.63,96.87,80.99,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_113S4.csv
RPSNMLKMQHJGFDA97DA,信義區,信義區基隆路二段107之1號十一樓之2,2024-08-08,住宅大樓,住家用,11,15,39,3700,無,,,是,46.7756,29.6148,2.3988,14.762,79.1,124.94,115.58,79.1,含增建/未登記,陽台外推；,a_113S4.csv
RPWNMLTKRHJGFFA76DA,大安區,大安區通化街171巷30弄22號五樓,2024-08-03,公寓,住家用,5,5,45,1850,無,,,是,27.6062,24.9139,2.6923,0,67.01,74.26,67.01,67.01,含增建/未登記、頂樓,陽台外推；,a_113S4.csv
RPTNMLQLQHJGFFA78DA,大安區,大安區樂利路5巷7弄7號四樓,2024-07-31,公寓,住家用,4,5,40.1,3200,無,,,是,40.5229,33.2145,3.633,3.6754,78.97,96.34,86.84,78.97,含增建/未登記,陽台外推；其他增建；,a_113S3.csv
RPQNMLNKQHJGFFA08DA,大安區,大安區大安路一段16巷4號四樓,2024-07-30,華廈,住家用,4,7,40.4,3730,無,,,是,37.9456,27.4519,3.9446,6.5491,98.3,135.87,118.8,98.3,,,a_113S3.csv
RPPOMLQKRHJGFFA48DA,大安區,大安區大安路一段19巷7號五樓,2024-07-29,華廈,住家用,5,7,47.8,3330,無,,,是,37.0956,37.0956,0,0,89.77,89.77,89.77,89.77,其他備註,含裝潢費；,a_113S4.csv
RPVNMLRLQHJGFFA09DA,大安區,大安區忠孝東路四段233號十一樓之10,2024-07-26,住宅大樓,住家用,11,11,41.6,1810,無,,,是,13.9906,10.1791,1.0134,2.7981,129.37,177.81,161.72,129.37,含增建/未登記、頂樓,陽台外推；,a_113S3.csv
RPWOMLNJRHJGFFA78DA,大安區,大安區忠孝東路四段223巷41號六樓,2024-07-23,華廈,住家用,6,7,46.5,3988,無,,,是,35.7525,32.6579,3.0946,0,111.54,122.11,111.54,111.54,,,a_113S4.csv
RPPNMLPJQHJGFFA08DA,大安區,大安區光復南路620之3號十一樓,2024-07-23,住宅大樓,住家用,11,12,37.6,3050,無,,,是,26.1058,21.535,0.6534,3.9174,116.83,141.63,137.46,116.83,,,a_113S4.csv
RPROMLOKQHJGFFA38DA,大安區,大安區仁愛路四段137號三樓,2024-07-22,住宅大樓,住家用,3,12,47.2,7800,無,,,是,69.2604,59.3354,1.9269,7.9981,112.62,131.46,127.32,112.62,含增建/未登記,陽台外推；其他增建；,a_113S3.csv
RPPOMLOJRHJGFDA97DA,信義區,信義區吳興街74號二樓,2024-07-21,公寓,住家用,2,4,47.7,1050,無,,,是,16.7525,16.7525,0,0,62.68,62.68,62.68,62.68,含增建/未登記,其他增建；,a_113S4.csv
RPROMLLJQHJGFFA97DA,大安區,大安區敦化南路一段295巷46號七樓,2024-07-19,華廈,住家用,7,7,46.6,5250,無,,,是,39.3129,32.9181,6.3949,0,133.54,159.49,133.54,133.54,含增建/未登記、頂樓,七樓格局：3房2廳2衛；頂樓加蓋格局：2房1廳1衛頂樓加蓋；,a_113S3.csv
RPVNMLQJQHJGFFA78DA,大安區,大安區忠孝東路四段223巷28號四樓之1,2024-07-19,華廈,住家用,4,7,46.5,2000,無,,,是,36.2788,31.4086,4.8703,0,55.13,63.68,55.13,55.13,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_113S4.csv
RPQNMLMLIIJGFFA37DA,大安區,大安區忠孝東路四段216巷44號六樓,2024-07-19,華廈,住家用,6,7,45.8,4500,無,,,是,49.0171,41.3397,3.3699,4.3076,91.8,108.85,100.65,91.8,,,a_113S4.csv
RPPNMLMLQHJGFFA97DA,大安區,大安區復興南路二段151巷8號六樓之2,2024-07-16,華廈,住家用,6,7,45.8,3090,無,,,是,30.5102,26.2812,0,4.229,101.28,117.57,117.57,101.28,含增建/未登記,其他增建；,a_113S4.csv
RPQNMLRJJHKGFFA77DA,大安區,大安區忠孝東路四段218之4號三樓,2024-07-16,住宅大樓,住家用,3,13,46.5,6038,無,,,是,66.789,51.4643,9.9008,5.4238,90.4,117.32,98.39,90.4,含增建/未登記,依土地法第34條之1辦理移轉其他增建；,a_114S1.csv
RPQNMLNLPHJGFFA08DA,大安區,大安區光復南路620號十二樓,2024-07-16,住宅大樓,住家用,12,12,37.6,5268,有,400,,否,50.9592,46.461,1.7666,2.7316,,,,103.38,含增建/未登記、頂樓,內梯增建陽台外推；頂樓加蓋；其他增建；,a_113S3.csv
RPOOMLTJQHJGFFA48DA,大安區,大安區安和路一段113號十樓,2024-07-10,住宅大樓,住家用,10,12,45.1,3819,有,250,7.6291,否,43.3241,35.1203,3.9265,0,,,,88.15,特殊關係、車位面積口徑異常,親友、員工、共有人或其他特殊關係間之交易；,a_113S3.csv
RPPNMLOJRHJGFFA18EA,大安區,大安區仁愛路四段345巷15弄13號四樓,2024-07-10,華廈,住家用,4,6,38.1,4000,無,,,是,41.8237,34.5334,3.7208,3.5695,95.64,115.83,104.56,95.64,含增建/未登記,陽台外推；,a_113S3.csv
RPQNMLTLQHJGFFA88EA,大安區,大安區大安路一段16巷8號六樓,2024-07-10,華廈,住家用,6,7,40.4,3630,無,,,是,36.5844,25.2467,5.3149,6.0228,99.22,143.78,118.78,99.22,,,a_113S3.csv
RPVNMLQJQHJGFDA58DA,信義區,信義區基隆路一段380巷32號十二樓之1,2024-07-07,住宅大樓,住家用,12,12,40.8,2858,無,,,是,32.2949,21.0601,2.1992,9.0357,88.5,135.71,122.88,88.5,含增建/未登記、頂樓,其他增建；,a_113S3.csv
RPRPMLNKJIJGFDA57DA,信義區,信義區基隆路一段380巷44號八樓之1,2024-07-07,住宅大樓,住家用,8,12,40.8,1666,無,,,是,14.9707,9.4562,1.4066,4.108,111.28,176.18,153.37,111.28,含增建/未登記,陽台外推；其他增建；,a_113S4.csv
RPROMLTKQHJGFFA88DA,大安區,大安區通化街176巷10號六樓,2024-07-06,華廈,住家用,6,7,43.4,3412,無,,,是,40.9948,32.9755,6.3858,1.6335,83.23,103.47,86.68,83.23,,,a_113S3.csv
RPTNMLPJRHJGFFA58DA,大安區,大安區敦化南路二段152之1號十六樓,2024-07-06,住宅大樓,住家用,16,19,39.2,4068,無,,,是,40.3323,24.324,3.1309,12.8774,100.86,167.24,148.17,100.86,含增建/未登記,陽台外推；其他增建；,a_113S4.csv
RPPNMLPJPHJGFFA97DA,大安區,大安區光復南路308巷25號五樓,2024-07-04,華廈,住家用,5,7,42.8,4998,有,,,否,49.8974,39.2282,5.7142,4.955,,,,100.17,含增建/未登記,陽台外推；,a_113S3.csv
